Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
Nr.;Punkt;X;Y;Z;mx;my;mxy;vx;vy;nx;ny;nxy
6673;1;7.850;7.750;-3.248;-2.38;-4.22;-1.81;23.41;-12.34;-38.69;-23.77;3.44
6674;1;7.850;7.650;-3.272;-1.05;-2.03;-1.45;13.60;-2.56;-33.31;-7.11;6.59
6675;1;7.850;7.550;-3.296;-0.27;-1.14;-1.06;7.16;-0.04;-28.56;2.27;8.06
6676;1;7.850;7.450;-3.320;0.10;-0.67;-0.74;3.57;0.48;-24.42;7.54;8.88
6677;1;7.850;7.350;-3.344;0.25;-0.42;-0.51;1.71;0.50;-20.91;10.49;9.34
6678;1;7.850;7.250;-3.368;0.29;-0.29;-0.35;0.78;0.41;-18.02;12.05;9.54
6679;1;7.850;7.150;-3.392;0.27;-0.21;-0.24;0.35;0.32;-15.67;12.70;9.55
6680;1;7.850;7.050;-3.416;0.24;-0.17;-0.16;0.16;0.24;-13.75;12.71;9.39
6681;1;7.850;6.950;-3.440;0.20;-0.13;-0.11;0.08;0.18;-12.17;12.24;9.10
6682;1;7.850;6.850;-3.464;0.16;-0.11;-0.08;0.04;0.11;-10.84;11.46;8.72
6683;1;7.850;6.750;-3.488;0.13;-0.10;-0.06;-0.01;0.07;-9.66;10.49;8.31
6684;1;7.850;6.650;-3.512;0.11;-0.08;-0.04;0.01;-0.04;-8.66;9.30;7.84
6685;1;7.850;6.550;-3.536;0.10;-0.06;-0.03;0.00;-0.13;-7.96;8.05;7.35
6686;1;7.850;6.450;-3.560;0.09;-0.04;-0.02;-0.04;-0.13;-7.37;6.75;6.89
6687;1;7.850;6.350;-3.585;0.09;-0.03;-0.01;-0.09;-0.16;-6.93;5.60;6.50
6688;1;7.850;6.250;-3.609;0.09;-0.02;-0.01;-0.14;-0.17;-6.64;4.65;6.21
6689;1;7.850;6.150;-3.633;0.09;-0.02;0.00;-0.15;-0.15;-6.45;3.83;5.98
6690;1;7.850;6.050;-3.657;0.09;-0.01;0.00;-0.16;-0.13;-6.28;3.13;5.78
6691;1;7.750;7.950;-3.224;-6.82;-9.04;-5.21;-28.60;-41.98;-64.04;-82.01;-36.29
6692;1;7.750;7.850;-3.248;-4.94;-6.62;-3.20;-0.58;-31.24;-48.26;-58.73;-13.65
6693;1;7.750;7.750;-3.271;-3.15;-3.64;-2.03;8.83;-15.70;-39.58;-35.68;1.21
6694;1;7.750;7.650;-3.295;-1.80;-2.02;-1.45;7.85;-6.98;-33.71;-19.20;8.07
6695;1;7.750;7.550;-3.318;-0.90;-1.17;-1.00;5.08;-3.05;-28.99;-8.39;11.02
6696;1;7.750;7.450;-3.341;-0.38;-0.71;-0.66;2.99;-1.37;-24.93;-1.54;12.24
6697;1;7.750;7.350;-3.365;-0.10;-0.45;-0.42;1.71;-0.62;-21.48;2.78;12.64
6698;1;7.750;7.250;-3.388;0.04;-0.30;-0.27;0.98;-0.27;-18.59;5.48;12.59
6699;1;7.750;7.150;-3.412;0.09;-0.21;-0.17;0.59;-0.10;-16.16;7.11;12.28
6700;1;7.750;7.050;-3.435;0.11;-0.15;-0.11;0.37;-0.02;-14.14;7.97;11.80
6701;1;7.750;6.950;-3.459;0.10;-0.11;-0.07;0.25;-0.01;-12.45;8.27;11.23
6702;1;7.750;6.850;-3.482;0.10;-0.09;-0.05;0.16;0.00;-10.99;8.17;10.56
6703;1;7.750;6.750;-3.505;0.09;-0.07;-0.03;0.09;-0.05;-9.65;7.71;9.90
6704;1;7.750;6.650;-3.529;0.09;-0.05;-0.02;0.05;-0.13;-8.71;7.15;9.23
6705;1;7.750;6.550;-3.552;0.09;-0.04;-0.01;0.02;-0.15;-8.00;6.36;8.57
6706;1;7.750;6.450;-3.576;0.09;-0.02;-0.01;-0.01;-0.16;-7.45;5.43;7.95
6707;1;7.750;6.350;-3.599;0.09;-0.01;0.00;-0.03;-0.18;-7.08;4.51;7.41
6708;1;7.750;6.250;-3.623;0.09;-0.01;0.00;-0.06;-0.15;-6.79;3.68;6.97
6709;1;7.750;6.150;-3.646;0.10;0.00;0.00;-0.08;-0.12;-6.55;2.97;6.59
6710;1;7.750;6.050;-3.670;0.10;0.00;0.01;-0.09;-0.09;-6.35;2.37;6.27
6711;1;7.650;7.950;-3.249;-5.05;-5.95;-3.75;-21.59;-21.40;-65.51;-79.58;-33.37
6712;1;7.650;7.850;-3.272;-4.16;-4.25;-2.61;-8.85;-18.85;-50.22;-59.53;-15.00
6713;1;7.650;7.750;-3.295;-3.04;-2.70;-1.81;-0.55;-12.19;-39.87;-41.06;-1.18
6714;1;7.650;7.650;-3.317;-1.98;-1.62;-1.26;1.99;-6.81;-33.03;-26.35;7.02
6715;1;7.650;7.550;-3.340;-1.17;-0.98;-0.85;2.04;-3.62;-27.93;-15.68;11.22
6716;1;7.650;7.450;-3.363;-0.64;-0.60;-0.54;1.52;-1.91;-23.86;-8.27;13.14
6717;1;7.650;7.350;-3.386;-0.31;-0.38;-0.34;1.04;-1.02;-20.53;-3.20;13.82
6718;1;7.650;7.250;-3.409;-0.13;-0.25;-0.20;0.70;-0.54;-17.76;0.25;13.84
6719;1;7.650;7.150;-3.431;-0.03;-0.17;-0.12;0.50;-0.30;-15.46;2.55;13.51
6720;1;7.650;7.050;-3.454;0.02;-0.12;-0.07;0.36;-0.18;-13.53;4.03;12.99
6721;1;7.650;6.950;-3.477;0.04;-0.09;-0.05;0.26;-0.11;-11.88;4.91;12.31
6722;1;7.650;6.850;-3.500;0.05;-0.06;-0.03;0.19;-0.10;-10.39;5.23;11.60
6723;1;7.650;6.750;-3.523;0.06;-0.04;-0.02;0.14;-0.15;-9.29;5.27;10.85
6724;1;7.650;6.650;-3.545;0.07;-0.03;-0.01;0.09;-0.16;-8.47;5.05;10.14
6725;1;7.650;6.550;-3.568;0.07;-0.02;0.00;0.05;-0.16;-7.83;4.62;9.45
6726;1;7.650;6.450;-3.591;0.08;-0.01;0.00;0.03;-0.15;-7.36;4.01;8.76
6727;1;7.650;6.350;-3.614;0.09;0.00;0.01;0.01;-0.14;-7.04;3.33;8.12
6728;1;7.650;6.250;-3.637;0.09;0.00;0.01;0.00;-0.11;-6.75;2.67;7.56
6729;1;7.650;6.150;-3.660;0.10;0.01;0.01;-0.01;-0.08;-6.48;2.08;7.06
6730;1;7.650;6.050;-3.682;0.10;0.01;0.01;-0.02;-0.05;-6.24;1.58;6.62
6731;1;7.550;7.950;-3.274;-3.48;-4.23;-3.06;-17.50;-12.94;-65.08;-79.10;-32.03
6732;1;7.550;7.850;-3.296;-3.12;-3.00;-2.15;-10.23;-11.82;-50.17;-59.98;-15.22
6733;1;7.550;7.750;-3.318;-2.48;-1.95;-1.50;-4.43;-8.52;-39.29;-43.71;-2.72
6734;1;7.550;7.650;-3.340;-1.76;-1.22;-1.02;-1.30;-5.41;-31.64;-30.57;5.48
6735;1;7.550;7.550;-3.362;-1.14;-0.75;-0.67;-0.01;-3.24;-26.16;-20.53;10.23
6736;1;7.550;7.450;-3.385;-0.69;-0.47;-0.42;0.39;-1.92;-22.06;-13.13;12.67
6737;1;7.550;7.350;-3.407;-0.39;-0.30;-0.26;0.46;-1.13;-18.86;-7.77;13.72
6738;1;7.550;7.250;-3.429;-0.21;-0.20;-0.15;0.44;-0.67;-16.30;-3.90;13.97
6739;1;7.550;7.150;-3.451;-0.10;-0.13;-0.09;0.38;-0.41;-14.20;-1.15;13.79
6740;1;7.550;7.050;-3.473;-0.04;-0.09;-0.05;0.31;-0.26;-12.43;0.78;13.32
6741;1;7.550;6.950;-3.495;0.00;-0.06;-0.03;0.25;-0.19;-10.86;1.99;12.75
6742;1;7.550;6.850;-3.518;0.02;-0.04;-0.02;0.22;-0.18;-9.68;2.75;12.07
6743;1;7.550;6.750;-3.540;0.04;-0.02;-0.01;0.17;-0.17;-8.80;3.10;11.38
6744;1;7.550;6.650;-3.562;0.05;-0.01;0.00;0.13;-0.15;-8.10;3.15;10.68
6745;1;7.550;6.550;-3.584;0.06;0.00;0.00;0.10;-0.13;-7.55;2.99;10.00
6746;1;7.550;6.450;-3.606;0.07;0.01;0.01;0.08;-0.12;-7.15;2.64;9.29
6747;1;7.550;6.350;-3.629;0.08;0.01;0.01;0.07;-0.09;-6.83;2.17;8.59
6748;1;7.550;6.250;-3.651;0.09;0.01;0.01;0.06;-0.07;-6.52;1.69;7.95
6749;1;7.550;6.150;-3.673;0.09;0.01;0.02;0.05;-0.04;-6.24;1.22;7.35
6750;1;7.550;6.050;-3.695;0.10;0.01;0.02;0.04;-0.02;-5.98;0.82;6.81
6751;1;7.450;7.950;-3.298;-2.31;-3.08;-2.59;-14.72;-8.59;-63.19;-78.47;-31.41
6752;1;7.450;7.850;-3.320;-2.20;-2.17;-1.79;-9.90;-7.91;-48.56;-60.19;-15.52
6753;1;7.450;7.750;-3.341;-1.85;-1.41;-1.22;-5.50;-5.94;-37.53;-45.18;-3.88
6754;1;7.450;7.650;-3.363;-1.39;-0.89;-0.81;-2.61;-4.06;-29.60;-33.18;3.97
6755;1;7.450;7.550;-3.385;-0.96;-0.56;-0.52;-1.03;-2.64;-23.98;-23.79;8.80
6756;1;7.450;7.450;-3.406;-0.62;-0.35;-0.32;-0.25;-1.69;-19.92;-16.60;11.51
6757;1;7.450;7.350;-3.428;-0.38;-0.23;-0.19;0.10;-1.07;-16.91;-11.17;12.86
6758;1;7.450;7.250;-3.449;-0.23;-0.15;-0.11;0.25;-0.68;-14.60;-7.11;13.38
6759;1;7.450;7.150;-3.471;-0.13;-0.10;-0.07;0.26;-0.46;-12.72;-4.08;13.39
6760;1;7.450;7.050;-3.492;-0.07;-0.06;-0.04;0.26;-0.30;-11.12;-1.92;13.16
6761;1;7.450;6.950;-3.514;-0.03;-0.04;-0.02;0.26;-0.24;-9.93;-0.39;12.72
6762;1;7.450;6.850;-3.535;-0.01;-0.02;-0.01;0.23;-0.19;-9.01;0.61;12.20
6763;1;7.450;6.750;-3.557;0.01;-0.01;0.00;0.20;-0.16;-8.29;1.19;11.59
6764;1;7.450;6.650;-3.579;0.03;0.00;0.01;0.17;-0.13;-7.69;1.47;10.94
6765;1;7.450;6.550;-3.600;0.05;0.01;0.01;0.15;-0.10;-7.19;1.51;10.27
6766;1;7.450;6.450;-3.622;0.06;0.02;0.02;0.13;-0.08;-6.80;1.37;9.56
6767;1;7.450;6.350;-3.643;0.07;0.02;0.02;0.12;-0.05;-6.46;1.09;8.84
6768;1;7.450;6.250;-3.665;0.08;0.02;0.02;0.11;-0.03;-6.14;0.75;8.14
6769;1;7.450;6.150;-3.686;0.09;0.02;0.02;0.10;0.00;-5.86;0.40;7.49
6770;1;7.450;6.050;-3.708;0.09;0.01;0.02;0.08;0.01;-5.62;0.09;6.89
6771;1;7.350;7.950;-3.323;-1.48;-2.26;-2.16;-12.50;-6.14;-60.21;-77.22;-31.02
6772;1;7.350;7.850;-3.344;-1.48;-1.57;-1.48;-8.90;-5.60;-45.80;-59.93;-15.83
6773;1;7.350;7.750;-3.365;-1.31;-1.01;-0.98;-5.34;-4.22;-34.91;-45.97;-4.87
6774;1;7.350;7.650;-3.386;-1.04;-0.64;-0.63;-2.85;-3.00;-27.09;-34.86;2.55
6775;1;7.350;7.550;-3.407;-0.75;-0.40;-0.40;-1.34;-2.07;-21.63;-26.08;7.29
6776;1;7.350;7.450;-3.428;-0.51;-0.25;-0.24;-0.50;-1.40;-17.79;-19.17;10.14
6777;1;7.350;7.350;-3.449;-0.34;-0.16;-0.14;-0.06;-0.95;-15.05;-13.82;11.71
6778;1;7.350;7.250;-3.470;-0.22;-0.10;-0.09;0.11;-0.65;-12.98;-9.67;12.45
6779;1;7.350;7.150;-3.490;-0.14;-0.06;-0.05;0.20;-0.43;-11.33;-6.51;12.75
6780;1;7.350;7.050;-3.511;-0.09;-0.04;-0.03;0.26;-0.30;-10.11;-4.14;12.70
6781;1;7.350;6.950;-3.532;-0.05;-0.02;-0.01;0.25;-0.22;-9.17;-2.43;12.46
6782;1;7.350;6.850;-3.553;-0.03;0.00;-0.01;0.24;-0.16;-8.40;-1.22;12.06
6783;1;7.350;6.750;-3.574;-0.01;0.01;0.00;0.22;-0.12;-7.76;-0.45;11.54
6784;1;7.350;6.650;-3.595;0.01;0.01;0.01;0.21;-0.09;-7.22;0.00;10.94
6785;1;7.350;6.550;-3.616;0.03;0.02;0.01;0.19;-0.06;-6.74;0.21;10.31
6786;1;7.350;6.450;-3.637;0.04;0.02;0.02;0.18;-0.03;-6.33;0.23;9.62
6787;1;7.350;6.350;-3.658;0.05;0.02;0.02;0.16;-0.01;-5.99;0.09;8.90
6788;1;7.350;6.250;-3.679;0.06;0.02;0.02;0.15;0.01;-5.68;-0.13;8.20
6789;1;7.350;6.150;-3.700;0.07;0.02;0.02;0.13;0.03;-5.42;-0.38;7.52
6790;1;7.350;6.050;-3.721;0.08;0.01;0.02;0.12;0.05;-5.22;-0.62;6.90
6791;1;7.250;7.950;-3.348;-0.89;-1.64;-1.76;-10.60;-4.60;-56.36;-75.29;-30.55
6792;1;7.250;7.850;-3.368;-0.96;-1.12;-1.19;-7.64;-4.11;-42.29;-59.16;-16.04
6793;1;7.250;7.750;-3.388;-0.90;-0.71;-0.77;-4.69;-3.06;-31.82;-46.24;-5.73
6794;1;7.250;7.650;-3.409;-0.74;-0.44;-0.49;-2.60;-2.22;-24.42;-35.93;1.27
6795;1;7.250;7.550;-3.429;-0.57;-0.28;-0.31;-1.29;-1.60;-19.34;-27.70;5.84
6796;1;7.250;7.450;-3.449;-0.41;-0.17;-0.18;-0.53;-1.13;-15.85;-21.10;8.74
6797;1;7.250;7.350;-3.470;-0.29;-0.11;-0.11;-0.16;-0.83;-13.40;-15.88;10.45
6798;1;7.250;7.250;-3.490;-0.20;-0.07;-0.07;0.06;-0.55;-11.61;-11.72;11.46
6799;1;7.250;7.150;-3.510;-0.14;-0.04;-0.04;0.19;-0.37;-10.31;-8.49;11.94
6800;1;7.250;7.050;-3.530;-0.10;-0.02;-0.02;0.23;-0.26;-9.31;-6.00;12.10
6801;1;7.250;6.950;-3.551;-0.08;0.00;-0.01;0.25;-0.18;-8.49;-4.13;12.00
6802;1;7.250;6.850;-3.571;-0.05;0.01;0.00;0.25;-0.12;-7.79;-2.78;11.72
6803;1;7.250;6.750;-3.591;-0.03;0.02;0.01;0.24;-0.08;-7.20;-1.85;11.29
6804;1;7.250;6.650;-3.612;-0.01;0.02;0.01;0.23;-0.05;-6.68;-1.26;10.76
6805;1;7.250;6.550;-3.632;0.01;0.02;0.02;0.22;-0.02;-6.20;-0.92;10.17
6806;1;7.250;6.450;-3.652;0.02;0.02;0.02;0.21;0.00;-5.80;-0.78;9.52
6807;1;7.250;6.350;-3.673;0.03;0.02;0.02;0.20;0.03;-5.47;-0.81;8.83
6808;1;7.250;6.250;-3.693;0.05;0.02;0.03;0.18;0.04;-5.19;-0.92;8.14
6809;1;7.250;6.150;-3.713;0.06;0.01;0.03;0.17;0.06;-4.97;-1.09;7.46
6810;1;7.250;6.050;-3.734;0.07;0.01;0.03;0.17;0.08;-4.79;-1.27;6.82
6811;1;7.150;7.950;-3.372;-0.48;-1.16;-1.39;-8.87;-3.54;-51.88;-72.68;-29.81
6812;1;7.150;7.850;-3.392;-0.59;-0.77;-0.93;-6.35;-3.08;-38.35;-57.91;-16.06
6813;1;7.150;7.750;-3.412;-0.60;-0.48;-0.60;-3.88;-2.26;-28.56;-46.08;-6.45
6814;1;7.150;7.650;-3.431;-0.52;-0.30;-0.38;-2.17;-1.65;-21.81;-36.55;0.10
6815;1;7.150;7.550;-3.451;-0.42;-0.18;-0.24;-1.11;-1.23;-17.26;-28.85;4.48
6816;1;7.150;7.450;-3.471;-0.32;-0.11;-0.15;-0.53;-0.92;-14.15;-22.55;7.36
6817;1;7.150;7.350;-3.490;-0.24;-0.07;-0.09;-0.16;-0.63;-12.04;-17.42;9.21
6818;1;7.150;7.250;-3.510;-0.19;-0.04;-0.06;0.07;-0.42;-10.56;-13.33;10.34
6819;1;7.150;7.150;-3.530;-0.15;-0.02;-0.04;0.16;-0.28;-9.48;-10.07;11.02
6820;1;7.150;7.050;-3.550;-0.12;0.00;-0.02;0.21;-0.19;-8.59;-7.51;11.34
6821;1;7.150;6.950;-3.569;-0.10;0.01;-0.01;0.24;-0.12;-7.85;-5.55;11.39
6822;1;7.150;6.850;-3.589;-0.07;0.02;0.00;0.25;-0.07;-7.19;-4.08;11.22
6823;1;7.150;6.750;-3.609;-0.05;0.02;0.01;0.25;-0.04;-6.61;-3.04;10.89
6824;1;7.150;6.650;-3.628;-0.03;0.02;0.01;0.25;-0.01;-6.10;-2.34;10.43
6825;1;7.150;6.550;-3.648;-0.02;0.02;0.02;0.24;0.02;-5.63;-1.88;9.90
6826;1;7.150;6.450;-3.668;0.00;0.02;0.02;0.24;0.04;-5.24;-1.65;9.30
6827;1;7.150;6.350;-3.687;0.01;0.02;0.02;0.22;0.06;-4.94;-1.58;8.65
6828;1;7.150;6.250;-3.707;0.03;0.02;0.03;0.21;0.08;-4.69;-1.62;7.99
6829;1;7.150;6.150;-3.727;0.04;0.01;0.03;0.21;0.09;-4.50;-1.72;7.33
6830;1;7.150;6.050;-3.746;0.05;0.00;0.03;0.20;0.10;-4.34;-1.86;6.69
6831;1;7.050;7.950;-3.397;-0.20;-0.79;-1.06;-7.31;-2.73;-46.99;-69.44;-28.76
6832;1;7.050;7.850;-3.416;-0.34;-0.51;-0.71;-5.12;-2.32;-34.28;-56.21;-15.92
6833;1;7.050;7.750;-3.435;-0.39;-0.31;-0.46;-3.09;-1.68;-25.39;-45.54;-7.05
6834;1;7.050;7.650;-3.454;-0.36;-0.19;-0.30;-1.73;-1.24;-19.42;-36.80;-0.96
6835;1;7.050;7.550;-3.473;-0.31;-0.11;-0.19;-0.97;-0.98;-15.40;-29.59;3.20
6836;1;7.050;7.450;-3.492;-0.25;-0.06;-0.12;-0.44;-0.67;-12.75;-23.53;6.06
6837;1;7.050;7.350;-3.511;-0.21;-0.03;-0.08;-0.10;-0.44;-11.01;-18.64;7.97
6838;1;7.050;7.250;-3.530;-0.18;-0.01;-0.05;0.04;-0.30;-9.76;-14.62;9.26
6839;1;7.050;7.150;-3.550;-0.16;0.00;-0.04;0.13;-0.19;-8.77;-11.35;10.07
6840;1;7.050;7.050;-3.569;-0.14;0.01;-0.02;0.19;-0.12;-7.94;-8.74;10.52
6841;1;7.050;6.950;-3.588;-0.12;0.02;-0.01;0.22;-0.07;-7.22;-6.71;10.68
6842;1;7.050;6.850;-3.607;-0.10;0.02;0.00;0.24;-0.03;-6.57;-5.16;10.62
6843;1;7.050;6.750;-3.626;-0.08;0.02;0.01;0.25;0.00;-5.99;-4.02;10.38
6844;1;7.050;6.650;-3.645;-0.06;0.02;0.01;0.25;0.03;-5.50;-3.23;10.00
6845;1;7.050;6.550;-3.664;-0.04;0.02;0.02;0.26;0.05;-5.06;-2.70;9.54
6846;1;7.050;6.450;-3.683;-0.02;0.02;0.02;0.25;0.07;-4.70;-2.39;8.99
6847;1;7.050;6.350;-3.702;-0.01;0.01;0.02;0.24;0.10;-4.42;-2.25;8.39
6848;1;7.050;6.250;-3.721;0.00;0.01;0.03;0.24;0.11;-4.21;-2.22;7.77
6849;1;7.050;6.150;-3.740;0.02;0.00;0.03;0.24;0.12;-4.04;-2.28;7.14
6850;1;7.050;6.050;-3.759;0.03;-0.01;0.03;0.23;0.13;-3.89;-2.37;6.52
6851;1;6.950;7.950;-3.422;-0.02;-0.51;-0.79;-5.91;-2.08;-41.92;-65.67;-27.39
6852;1;6.950;7.850;-3.440;-0.17;-0.32;-0.53;-4.02;-1.72;-30.28;-54.12;-15.64
6853;1;6.950;7.750;-3.459;-0.24;-0.18;-0.35;-2.39;-1.26;-22.47;-44.67;-7.57
6854;1;6.950;7.650;-3.477;-0.25;-0.10;-0.24;-1.44;-0.97;-17.26;-36.72;-1.92
6855;1;6.950;7.550;-3.495;-0.23;-0.05;-0.15;-0.77;-0.69;-13.88;-29.92;2.02
6856;1;6.950;7.450;-3.514;-0.21;-0.03;-0.10;-0.32;-0.44;-11.69;-24.27;4.81
6857;1;6.950;7.350;-3.532;-0.19;-0.01;-0.07;-0.12;-0.29;-10.20;-19.54;6.78
6858;1;6.950;7.250;-3.551;-0.18;0.00;-0.05;0.02;-0.19;-9.05;-15.59;8.16
6859;1;6.950;7.150;-3.569;-0.17;0.01;-0.04;0.10;-0.10;-8.11;-12.35;9.09
6860;1;6.950;7.050;-3.588;-0.15;0.02;-0.02;0.16;-0.06;-7.29;-9.73;9.65
6861;1;6.950;6.950;-3.606;-0.13;0.02;-0.01;0.20;-0.02;-6.57;-7.65;9.91
6862;1;6.950;6.850;-3.625;-0.12;0.02;0.00;0.22;0.02;-5.94;-6.04;9.95
6863;1;6.950;6.750;-3.643;-0.10;0.02;0.00;0.25;0.04;-5.39;-4.84;9.80
6864;1;6.950;6.650;-3.661;-0.08;0.02;0.01;0.25;0.06;-4.92;-3.98;9.51
6865;1;6.950;6.550;-3.680;-0.06;0.02;0.02;0.26;0.09;-4.51;-3.38;9.11
6866;1;6.950;6.450;-3.698;-0.05;0.01;0.02;0.26;0.11;-4.19;-3.01;8.63
6867;1;6.950;6.350;-3.717;-0.03;0.01;0.02;0.26;0.13;-3.94;-2.81;8.08
6868;1;6.950;6.250;-3.735;-0.02;0.00;0.02;0.26;0.14;-3.75;-2.74;7.51
6869;1;6.950;6.150;-3.754;-0.01;-0.01;0.03;0.26;0.15;-3.59;-2.75;6.91
6870;1;6.950;6.050;-3.772;0.01;-0.02;0.03;0.26;0.15;-3.47;-2.82;6.32
6871;1;6.850;7.950;-3.446;0.11;-0.30;-0.59;-4.71;-1.53;-36.88;-61.44;-25.72
6872;1;6.850;7.850;-3.464;-0.06;-0.17;-0.40;-3.12;-1.20;-26.59;-51.83;-15.28
6873;1;6.850;7.750;-3.482;-0.14;-0.09;-0.28;-1.96;-0.95;-19.84;-43.49;-7.98
6874;1;6.850;7.650;-3.500;-0.17;-0.04;-0.19;-1.13;-0.68;-15.48;-36.24;-2.83
6875;1;6.850;7.550;-3.518;-0.18;-0.01;-0.13;-0.57;-0.43;-12.70;-30.06;0.93
6876;1;6.850;7.450;-3.535;-0.18;0.00;-0.10;-0.31;-0.28;-10.86;-24.74;3.66
6877;1;6.850;7.350;-3.553;-0.18;0.01;-0.07;-0.14;-0.17;-9.50;-20.18;5.67
6878;1;6.850;7.250;-3.571;-0.18;0.02;-0.06;-0.02;-0.09;-8.40;-16.33;7.12
6879;1;6.850;7.150;-3.589;-0.17;0.02;-0.04;0.06;-0.04;-7.47;-13.14;8.13
6880;1;6.850;7.050;-3.607;-0.16;0.02;-0.03;0.12;0.00;-6.66;-10.52;8.78
6881;1;6.850;6.950;-3.625;-0.15;0.02;-0.02;0.17;0.03;-5.96;-8.43;9.15
6882;1;6.850;6.850;-3.642;-0.14;0.02;-0.01;0.21;0.05;-5.35;-6.78;9.27
6883;1;6.850;6.750;-3.660;-0.12;0.02;0.00;0.23;0.07;-4.82;-5.53;9.20
6884;1;6.850;6.650;-3.678;-0.10;0.01;0.01;0.25;0.10;-4.37;-4.60;8.98
6885;1;6.850;6.550;-3.696;-0.09;0.01;0.01;0.26;0.13;-4.00;-3.95;8.65
6886;1;6.850;6.450;-3.714;-0.07;0.00;0.02;0.27;0.15;-3.72;-3.52;8.23
6887;1;6.850;6.350;-3.731;-0.06;-0.01;0.02;0.27;0.16;-3.50;-3.28;7.74
6888;1;6.850;6.250;-3.749;-0.04;-0.01;0.02;0.28;0.16;-3.32;-3.17;7.21
6889;1;6.850;6.150;-3.767;-0.03;-0.02;0.02;0.28;0.17;-3.18;-3.15;6.66
6890;1;6.850;6.050;-3.785;-0.02;-0.03;0.02;0.28;0.17;-3.06;-3.19;6.10
6891;1;6.750;7.950;-3.471;0.19;-0.14;-0.44;-3.75;-1.11;-32.07;-56.87;-23.85
6892;1;6.750;7.850;-3.488;0.02;-0.07;-0.31;-2.53;-0.76;-23.33;-49.38;-14.88
6893;1;6.750;7.750;-3.505;-0.07;-0.02;-0.22;-1.54;-0.61;-17.66;-42.01;-8.36
6894;1;6.750;7.650;-3.523;-0.12;0.00;-0.16;-0.86;-0.40;-14.10;-35.63;-3.61
6895;1;6.750;7.550;-3.540;-0.14;0.02;-0.12;-0.54;-0.26;-11.77;-29.94;-0.07
6896;1;6.750;7.450;-3.557;-0.16;0.02;-0.10;-0.32;-0.14;-10.11;-24.93;2.59
6897;1;6.750;7.350;-3.574;-0.18;0.02;-0.08;-0.18;-0.06;-8.82;-20.58;4.62
6898;1;6.750;7.250;-3.591;-0.18;0.03;-0.06;-0.06;-0.01;-7.75;-16.86;6.13
6899;1;6.750;7.150;-3.609;-0.18;0.03;-0.04;0.02;0.02;-6.84;-13.73;7.21
6900;1;6.750;7.050;-3.626;-0.18;0.02;-0.03;0.09;0.05;-6.05;-11.14;7.94
6901;1;6.750;6.950;-3.643;-0.17;0.02;-0.02;0.14;0.07;-5.36;-9.03;8.37
6902;1;6.750;6.850;-3.660;-0.15;0.02;-0.01;0.18;0.08;-4.77;-7.36;8.57
6903;1;6.750;6.750;-3.677;-0.14;0.01;0.00;0.21;0.12;-4.28;-6.08;8.58
6904;1;6.750;6.650;-3.695;-0.13;0.00;0.01;0.24;0.15;-3.88;-5.12;8.44
6905;1;6.750;6.550;-3.712;-0.11;0.00;0.01;0.26;0.16;-3.55;-4.42;8.18
6906;1;6.750;6.450;-3.729;-0.10;-0.01;0.01;0.27;0.17;-3.30;-3.96;7.82
6907;1;6.750;6.350;-3.746;-0.08;-0.02;0.02;0.28;0.18;-3.09;-3.67;7.39
6908;1;6.750;6.250;-3.763;-0.07;-0.03;0.02;0.29;0.19;-2.93;-3.52;6.90
6909;1;6.750;6.150;-3.780;-0.06;-0.04;0.02;0.29;0.19;-2.80;-3.48;6.39
6910;1;6.750;6.050;-3.798;-0.04;-0.05;0.02;0.29;0.19;-2.69;-3.50;5.86
6911;1;6.650;7.950;-3.496;0.21;-0.03;-0.32;-2.82;-0.86;-27.65;-52.06;-22.07
6912;1;6.650;7.850;-3.512;0.07;0.00;-0.25;-1.78;-0.58;-20.61;-46.63;-14.52
6913;1;6.650;7.750;-3.529;-0.02;0.02;-0.19;-1.13;-0.36;-15.97;-40.49;-8.58
6914;1;6.650;7.650;-3.545;-0.08;0.04;-0.15;-0.79;-0.21;-13.02;-34.87;-4.28
6915;1;6.650;7.550;-3.562;-0.12;0.04;-0.12;-0.53;-0.10;-10.96;-29.62;-0.93
6916;1;6.650;7.450;-3.579;-0.15;0.04;-0.10;-0.36;-0.03;-9.43;-24.94;1.67
6917;1;6.650;7.350;-3.595;-0.17;0.03;-0.08;-0.23;0.02;-8.18;-20.80;3.69
6918;1;6.650;7.250;-3.612;-0.18;0.03;-0.06;-0.12;0.04;-7.13;-17.21;5.23
6919;1;6.650;7.150;-3.628;-0.19;0.03;-0.05;-0.03;0.07;-6.23;-14.16;6.36
6920;1;6.650;7.050;-3.645;-0.18;0.02;-0.03;0.05;0.09;-5.46;-11.61;7.14
6921;1;6.650;6.950;-3.661;-0.18;0.02;-0.02;0.11;0.11;-4.82;-9.53;7.65
6922;1;6.650;6.850;-3.678;-0.17;0.01;-0.01;0.15;0.13;-4.28;-7.85;7.92
6923;1;6.650;6.750;-3.695;-0.16;0.00;-0.01;0.19;0.17;-3.83;-6.54;7.99
6924;1;6.650;6.650;-3.711;-0.15;-0.01;0.00;0.22;0.18;-3.46;-5.55;7.91
6925;1;6.650;6.550;-3.728;-0.14;-0.02;0.01;0.25;0.19;-3.16;-4.82;7.71
